imagen_rgb,planta,nombre_comun,clase_id,subset
/app/imagenes/fbe0a6d4-15a0-39e3-aa64-784039620369.png,Apple,Apple_scab,0,train
/app/imagenes/7bada5c2-d718-3cda-9d79-561559301c48.png,Apple,Apple_scab,0,train
/app/imagenes/86946229-f4c8-3a56-ae13-9fde2ad61cf6.png,Apple,Apple_scab,0,train
/app/imagenes/afd18159-b286-37d8-b53d-e3b2539bfe35.png,Apple,Apple_scab,0,train
/app/imagenes/0d86fece-5d2f-39d8-97ba-86690d0b054b.png,Apple,Apple_scab,0,train
/app/imagenes/5593245f-95f1-3c20-84db-146192480c81.png,Apple,Apple_scab,0,train
/app/imagenes/b8c041f4-98ab-35bf-a14a-f4b21722c099.png,Apple,Apple_scab,0,train
/app/imagenes/6ba37889-63f3-367d-b6bc-5aa92455b6fc.png,Apple,Apple_scab,0,train
/app/imagenes/f40105ab-de5a-3127-9ea2-23da316ef137.png,Apple,Apple_scab,0,train
/app/imagenes/549a28a2-2147-3ffa-b9bd-f44a95bea51a.png,Apple,Apple_scab,0,train
/app/imagenes/d2fbfab2-5752-382b-816f-3755d52d9ff3.png,Apple,Apple_scab,0,train
/app/imagenes/773544d2-0ab4-3dde-b18a-e3d2f273affd.png,Apple,Apple_scab,0,train
/app/imagenes/ecbab616-7a13-32d7-bdb0-e9f949fa7f3e.png,Apple,Apple_scab,0,train
/app/imagenes/f829ddec-eec3-3e1e-81b6-e03d76b10cb5.png,Apple,Apple_scab,0,train
/app/imagenes/f7b3950d-d68c-3030-a6a7-4c140684733f.png,Apple,Apple_scab,0,train
/app/imagenes/92172180-03db-3c8c-b805-418dc423ef68.png,Apple,Apple_scab,0,train
/app/imagenes/c5690166-24e0-3957-92d3-9f3da609f7fa.png,Apple,Apple_scab,0,train
/app/imagenes/c266b292-7c10-3a33-bbde-691073eaeb92.png,Apple,Apple_scab,0,train
/app/imagenes/1a3c5515-7f3b-39d7-8abf-e25071bfc482.png,Apple,Apple_scab,0,train
/app/imagenes/4d10330a-1af7-3561-95f5-017186a6283d.png,Apple,Apple_scab,0,train
/app/imagenes/f01067b5-6863-3c95-9e90-4ff8a3f0a951.png,Apple,Apple_scab,0,train
/app/imagenes/bc40724d-c023-3a75-826e-e67a9c9763c6.png,Apple,Apple_scab,0,train
/app/imagenes/f818153a-9ff9-3234-a8ef-0a6a9cecb96c.png,Apple,Apple_scab,0,train
/app/imagenes/7dd12103-25b3-3a97-bd7a-13abac5beb68.png,Apple,Apple_scab,0,train
/app/imagenes/2229f77a-a2b9-3c81-bcb0-3ce938d0ef8e.png,Apple,Apple_scab,0,train
/app/imagenes/eaeb15d8-d447-3b62-9942-5ccfb900f325.png,Apple,Apple_scab,0,train
