imagen_rgb,planta,nombre_comun,clase_id,subset
/app/imagenes/6302b924-4f50-3cd3-8a10-604491be8be6.png,Apple,Apple_scab,0,train
/app/imagenes/5bb04a3f-fe54-3000-a38b-b457fc62ed8c.png,Apple,Apple_scab,0,train
/app/imagenes/b1a494e6-7e89-3c4a-9989-ec6dfed9fa27.png,Apple,Apple_scab,0,train
/app/imagenes/e4c99e31-2ef7-3bf0-9064-4a48fd21263d.png,Apple,Apple_scab,0,train
/app/imagenes/7d4402af-18c6-3588-bdd7-4b5b328974c5.png,Apple,Apple_scab,0,train
/app/imagenes/4138065d-e944-3c19-8afd-b31f703fd945.png,Apple,Apple_scab,0,train
/app/imagenes/fb93a521-42fe-3c87-bed3-731641119236.png,Apple,Apple_scab,0,train
/app/imagenes/f78e3c97-fc09-3532-9708-faadbd73b4d4.png,Apple,Apple_scab,0,train
/app/imagenes/d6a396f8-e276-3121-9661-183862f33d43.png,Apple,Apple_scab,0,train
/app/imagenes/bdc3f722-c9b1-30a5-8179-715277d4d37c.png,Apple,Apple_scab,0,train
/app/imagenes/0d4efd81-1870-341f-b037-da01a77d35a4.png,Apple,Apple_scab,0,train
/app/imagenes/92458c72-85d1-347c-acf6-fbf39cdaae64.png,Apple,Apple_scab,0,train
/app/imagenes/11d97fdb-4a49-31fd-bfd0-d9af60df993f.png,Apple,Apple_scab,0,train
/app/imagenes/3d270685-5571-34d6-a46a-473f66236ec6.png,Apple,Apple_scab,0,train
/app/imagenes/535c0f0d-cc43-34af-a012-c11a70a78646.png,Apple,Apple_scab,0,train
/app/imagenes/02ffb91b-480e-332d-a909-d880425df829.png,Apple,Apple_scab,0,train
/app/imagenes/173dde56-7b10-3c87-910c-787007743178.png,Apple,Apple_scab,0,train
/app/imagenes/9fa788b4-7ba9-3d54-bb90-ceea41e46ff1.png,Apple,Apple_scab,0,train
/app/imagenes/ff10de61-687b-3b71-8fe6-1add91f7f11f.png,Apple,Apple_scab,0,train
/app/imagenes/f271c21a-374a-3016-b850-117e28e41a45.png,Apple,Apple_scab,0,train
/app/imagenes/826ceb98-8773-3103-8b57-3b1893a414ed.png,Apple,Apple_scab,0,train
/app/imagenes/496890be-9100-3822-9a92-9dbff9c359b7.png,Apple,Apple_scab,0,train
