imagen_rgb,planta,nombre_comun,clase_id,subset
/app/imagenes/f48e9577-1645-3707-8109-dcafac7461dc.png,Apple,Apple_scab,0,train
/app/imagenes/0e10286e-8802-3328-9b13-b03f70fa1027.png,Apple,Apple_scab,0,train
/app/imagenes/9484c3c2-67f5-34dc-8aa5-9e470fb6e300.png,Apple,Apple_scab,0,train
/app/imagenes/97161387-0cb8-3527-be6f-adf465dae1cc.png,Apple,Apple_scab,0,train
/app/imagenes/eaeb15d8-d447-3b62-9942-5ccfb900f325.png,Apple,Apple_scab,0,train
/app/imagenes/f40105ab-de5a-3127-9ea2-23da316ef137.png,Apple,Apple_scab,0,train
/app/imagenes/48875393-54cf-3c7a-a0ff-d745bf5059ac.png,Apple,Apple_scab,0,train
/app/imagenes/57dbc8cb-ae2f-3b74-a9fc-2f28a636a322.png,Apple,Apple_scab,0,train
/app/imagenes/19c72a6e-91d9-392e-8b14-e551d7d7ea9f.png,Apple,Apple_scab,0,train
/app/imagenes/66e36c5d-ce9d-3c6e-872c-d4d017f01012.png,Apple,Apple_scab,0,train
/app/imagenes/e8609470-1d3d-3622-80ae-79d29ac0748d.png,Apple,Apple_scab,0,train
/app/imagenes/31be0c18-a147-350c-aa62-f6a56569da2b.png,Apple,Apple_scab,0,train
/app/imagenes/9710f60d-1ddb-3100-8f7a-fcd727026b32.png,Apple,Apple_scab,0,train
/app/imagenes/59d47d85-a776-3d42-a189-2fd74229779c.png,Apple,Apple_scab,0,train
/app/imagenes/165e7ab0-957e-33b1-aba3-ab882cb5ff96.png,Apple,Apple_scab,0,train
/app/imagenes/2bea8f43-3e71-3122-8af9-1fe46ea94821.png,Apple,Apple_scab,0,train
/app/imagenes/f832ff42-5777-3a25-ae8f-a3635eec3ffc.png,Apple,Apple_scab,0,train
/app/imagenes/6068a3ed-4d14-3e5e-906e-dbee2630ae3e.png,Apple,Apple_scab,0,train
/app/imagenes/ce7bcdbd-019d-3bf5-b185-cac5a8d42343.png,Apple,Apple_scab,0,train
/app/imagenes/2d16a5a0-ea8e-3591-9bc6-329568e1f7e1.png,Apple,Apple_scab,0,train
/app/imagenes/cf740573-5f60-3481-bc74-3caf0d1abd24.png,Apple,Apple_scab,0,train
/app/imagenes/820a84a4-c97d-3d69-9628-5ca27768e720.png,Apple,Apple_scab,0,train
/app/imagenes/490a7623-ef38-3227-b74d-4a21b8200631.png,Apple,Apple_scab,0,train
/app/imagenes/0d4efd81-1870-341f-b037-da01a77d35a4.png,Apple,Apple_scab,0,train
/app/imagenes/efa2f80b-b999-3d67-9bc1-e141522ff665.png,Apple,Apple_scab,0,train
/app/imagenes/57f219d2-ddda-345c-a79b-639f1266926b.png,Apple,Apple_scab,0,train
/app/imagenes/93a3de15-8337-318c-aaea-fceb73799640.png,Apple,Apple_scab,0,train
/app/imagenes/bc97db0a-4892-3edb-9f7b-ac7766caa1f8.png,Apple,Apple_scab,0,train
/app/imagenes/0fa2326b-db50-3a33-aef2-fcd06d539352.png,Apple,Apple_scab,0,train
/app/imagenes/253bbae0-e805-351c-95b9-b78545afeb62.png,Apple,Apple_scab,0,train
/app/imagenes/52af3085-3e2f-3ed9-966b-cd6fafa6c72f.png,Apple,Apple_scab,0,train
/app/imagenes/5593245f-95f1-3c20-84db-146192480c81.png,Apple,Apple_scab,0,train
/app/imagenes/141af964-236f-3b30-b55b-34a1ca5178f1.png,Apple,Apple_scab,0,train
/app/imagenes/04f563b4-91b6-30a6-acc0-796f9861788c.png,Apple,Apple_scab,0,train
/app/imagenes/503c43a3-8062-3077-89e3-ac2d1b676234.png,Apple,Apple_scab,0,train
/app/imagenes/3d0736d6-2710-3b16-98b0-a51403bdad4b.png,Apple,Apple_scab,0,train
/app/imagenes/b4253e20-210d-3d8b-9c03-8de02f15f4aa.png,Apple,Apple_scab,0,train
/app/imagenes/60df648e-0083-35d8-846a-6506a826d647.png,Apple,Apple_scab,0,train
/app/imagenes/c5690166-24e0-3957-92d3-9f3da609f7fa.png,Apple,Apple_scab,0,train
/app/imagenes/c51caabc-7d63-39af-827b-3c26666bdbf0.png,Apple,Apple_scab,0,train
/app/imagenes/94910de9-80cd-3722-802c-9d375c64442a.png,Apple,Apple_scab,0,train
/app/imagenes/960ed97b-6c25-36b1-bd31-b03df2ae20fa.png,Apple,Apple_scab,0,train
/app/imagenes/f818153a-9ff9-3234-a8ef-0a6a9cecb96c.png,Apple,Apple_scab,0,train
/app/imagenes/2229f77a-a2b9-3c81-bcb0-3ce938d0ef8e.png,Apple,Apple_scab,0,train
/app/imagenes/c7bfd7cd-bf04-3643-ab39-5f42012eae4a.png,Apple,Apple_scab,0,train
/app/imagenes/27220371-74f5-380d-b1fb-99458a1ccbf0.png,Apple,Apple_scab,0,train
/app/imagenes/339a42a4-66e7-32f4-8d93-dc04d5a1085e.png,Apple,Apple_scab,0,train
/app/imagenes/63eff90a-5237-3896-825f-5f6a78090701.png,Apple,Apple_scab,0,train
/app/imagenes/d47c7814-43e4-3ca2-957f-fc8526ac844b.png,Apple,Apple_scab,0,train
/app/imagenes/d8a148b1-16b6-3e1e-a287-2e8ec30a08a0.png,Apple,Apple_scab,0,train
/app/imagenes/98d18091-7da2-35eb-870a-88e8919910ea.png,Apple,Apple_scab,0,train
/app/imagenes/d554b4d4-3cba-37ed-8705-ed460aaf31fa.png,Apple,Apple_scab,0,train
/app/imagenes/24442e40-3712-34f9-b2a4-3d6bc0dee3c6.png,Apple,Apple_scab,0,train
/app/imagenes/304a8765-95ca-3fa7-8a82-2714ce10d03e.png,Apple,Apple_scab,0,train
/app/imagenes/12512796-9e1b-3b94-86e8-4fc075a2e972.png,Apple,Apple_scab,0,train
/app/imagenes/5314d766-f9db-3e35-8e38-bdf4093c6c1c.png,Apple,Apple_scab,0,train
/app/imagenes/6e6f8a25-3401-33b6-9766-4691f89475ca.png,Apple,Apple_scab,0,train
/app/imagenes/f78e3c97-fc09-3532-9708-faadbd73b4d4.png,Apple,Apple_scab,0,train
/app/imagenes/95a547e0-f6bd-3bb9-aee6-bfa6ea17cd00.png,Apple,Apple_scab,0,train
/app/imagenes/43bd25b0-9640-3989-a18c-113fce3459cc.png,Apple,Apple_scab,0,train
/app/imagenes/914bae92-15b0-3169-aac5-6b62cc1b4c98.png,Apple,Apple_scab,0,train
/app/imagenes/e69d21c1-a18b-36e2-95f9-d68f3323f0c2.png,Apple,Apple_scab,0,train
/app/imagenes/03416102-ea26-34ea-bc1e-cc76605dadad.png,Apple,Apple_scab,0,train
/app/imagenes/33d7a53a-cd8d-326e-b27e-19302d1ca0b6.png,Apple,Apple_scab,0,train
/app/imagenes/04d0f580-ab13-3d3c-9d76-d7ed4f8d3940.png,Apple,Apple_scab,0,train
/app/imagenes/eaad094c-5939-3b8a-9d70-ae9aef25aee6.png,Apple,Apple_scab,0,train
/app/imagenes/1ecf3460-9c65-3004-aef6-c240e1d5abda.png,Apple,Apple_scab,0,train
/app/imagenes/9926ef64-9f9a-3bec-afbf-28c6dfd46a09.png,Apple,Apple_scab,0,train
/app/imagenes/15fc9280-94dc-3090-ab0d-fbaaeb6388e7.png,Apple,Apple_scab,0,train
/app/imagenes/82d9c898-55ff-3369-9485-c34db6f01c6e.png,Apple,Apple_scab,0,train
/app/imagenes/0c7bda30-10e1-386f-af72-96bd2142c665.png,Apple,Apple_scab,0,train
/app/imagenes/70eff886-1664-3f45-ac86-a91ff87d2bca.png,Apple,Apple_scab,0,train
/app/imagenes/802d3905-91d8-3225-b2f0-afcacd367c02.png,Apple,Apple_scab,0,train
/app/imagenes/7ea8cd1b-0aac-3eb0-b774-2040981d8b6d.png,Apple,Apple_scab,0,train
/app/imagenes/94405520-f262-38bf-8637-049726b5af3f.png,Apple,Apple_scab,0,train
/app/imagenes/c696f971-ed33-3da7-9e59-1e6d94136c20.png,Apple,Apple_scab,0,train
/app/imagenes/112acbfb-db51-3e3a-8084-6192fb26677a.png,Apple,Apple_scab,0,train
/app/imagenes/a5d682b0-ed7a-3ad3-930e-483b714389c8.png,Apple,Apple_scab,0,train
/app/imagenes/8b3f3445-afe9-3235-be0e-b057cade65ea.png,Apple,Apple_scab,0,train
/app/imagenes/f8addb62-52c6-31fe-b2c0-dbbf95fbeb08.png,Apple,Apple_scab,0,train
/app/imagenes/f7189f9f-d9f5-3e7c-bac2-6d8bac962719.png,Apple,Apple_scab,0,train
/app/imagenes/845f3c4a-92f7-3d18-be87-1b5971c4fa5a.png,Apple,Apple_scab,0,train
/app/imagenes/2e34adc0-d73a-3f16-b781-f49992b308e7.png,Apple,Apple_scab,0,train
/app/imagenes/604b7864-b5e5-392d-aaf7-291070bccb89.png,Apple,Apple_scab,0,train
